"Esp connection id","ESP","Domain Grouped by ESP","Targeted","Sent","Success","Success Rate","Failed","Failed Rate","Last Stats Date","Last Sent Date","Hard Bounces","Hard Bounces Rate","Soft Bounces","Soft Bounces Rate","Opens","Opens Rate","Unique Opens","Unique Opens Rate","Clicks","Clicks Rate","Unique Clickers","Unique Clicks Rate","Unsubscribes","Unsubscribes Rate","Complaints","Complaints Rate","Post-backs","Post Back Clicks Rate","CTR","CTR Rate","uCTR","UCTR Rate"
1091158,"Ongage SMTP - og.myweeklysurprise.com","live.ca",99,99,97,"97.97%",2,"2.02%","2026-01-16 23:15:00","2026-01-14 16:46:22",0,"0%",2,"2.02%",6,"6.18%",6,"6.18%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091156,"Ongage SMTP - og.everydaytreatz.com","gmx.de",6,6,6,"100%",0,"0%","2026-01-14 17:30:00","2026-01-14 16:46:22",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091156,"Ongage SMTP - og.everydaytreatz.com","icloud.com",82,82,80,"97.56%",2,"2.43%","2026-02-05 16:45:00","2026-01-14 16:46:22",0,"0%",2,"2.43%",15,"18.75%",14,"17.5%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091156,"Ongage SMTP - og.everydaytreatz.com","googlemail.com",6,6,0,"0%",6,"100%","2026-01-14 17:30:00","2026-01-14 16:46:22",0,"0%",6,"100%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091158,"Ongage SMTP - og.myweeklysurprise.com","hotmail.fi",1,1,1,"100%",0,"0%","2026-01-14 17:30:00","2026-01-14 16:46:22",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091152,"Ongage SMTP - og.dailysurprisezone.com","live.com",0,0,0,"0%",0,"0%","2026-01-20 20:30:00","2025-12-26 08:29:55",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091155,"Ongage SMTP - og.weekly-surprise.com","hotmail.co.uk",0,0,0,"0%",0,"0%","2026-01-05 05:45:00","2025-12-26 08:18:20",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091155,"Ongage SMTP - og.weekly-surprise.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-21 06:15:00","2025-12-26 08:18:20",0,"0%",0,"0%",28,"0%",18,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091155,"Ongage SMTP - og.weekly-surprise.com","live.com.au",0,0,0,"0%",0,"0%","2026-01-16 21:00:00","2025-12-26 08:18:20",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","icloud.com",0,0,0,"0%",0,"0%","2026-01-23 01:15:00","2025-12-26 08:12:53",0,"0%",0,"0%",8,"0%",8,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083191,"Ongage SMTP - og.dailywinningz.com","yahoo.com.au",0,0,0,"0%",0,"0%","2026-01-02 02:00:00","2025-12-26 08:12:11",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083191,"Ongage SMTP - og.dailywinningz.com","live.com.au",0,0,0,"0%",0,"0%","2026-01-11 07:30:00","2025-12-26 08:12:11",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083189,"Ongage SMTP - og.dailydreamz.com","icloud.com",0,0,0,"0%",0,"0%","2026-01-29 06:45:00","2025-12-26 08:09:54",0,"0%",0,"0%",7,"0%",6,"0%",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091157,"Ongage SMTP - og.mydailysurprise.com","icloud.com",0,0,0,"0%",0,"0%","2026-02-03 16:00:00","2025-12-22 14:36:30",0,"0%",0,"0%",7,"0%",6,"0%",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091152,"Ongage SMTP - og.dailysurprisezone.com","yahoo.ca",0,0,0,"0%",0,"0%","2026-01-06 00:30:00","2025-12-22 14:35:29",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","yahoo.ca",0,0,0,"0%",0,"0%","2026-01-07 13:15:00","2025-12-22 14:12:23",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091160,"Ongage SMTP - og.promooffersdaily.com","icloud.com",0,0,0,"0%",0,"0%","2026-01-20 20:45:00","2025-12-19 08:23:37",0,"0%",0,"0%",7,"0%",7,"0%",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091159,"Ongage SMTP - og.promodailythrill.com","icloud.com",0,0,0,"0%",0,"0%","2026-01-27 21:00:00","2025-12-19 08:17:23",0,"0%",0,"0%",9,"0%",9,"0%",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091154,"Ongage SMTP - og.yourdailydreams.com","icloud.com",0,0,0,"0%",0,"0%","2026-01-27 03:45:00","2025-12-17 14:28:26",0,"0%",0,"0%",7,"0%",7,"0%",1,"14.28%",1,"14.28%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083189,"Ongage SMTP - og.dailydreamz.com","live.com",0,0,0,"0%",0,"0%","2026-01-02 15:30:00","2025-12-15 06:35:18",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083189,"Ongage SMTP - og.dailydreamz.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-09 18:45:00","2025-12-15 06:35:18",0,"0%",0,"0%",6,"0%",4,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091154,"Ongage SMTP - og.yourdailydreams.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-14 07:45:00","2025-12-15 06:20:33",0,"0%",0,"0%",9,"0%",7,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091157,"Ongage SMTP - og.mydailysurprise.com","live.ca",0,0,0,"0%",0,"0%","2026-01-01 16:15:00","2025-12-10 14:18:31",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091157,"Ongage SMTP - og.mydailysurprise.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-15 21:45:00","2025-12-10 14:18:31",0,"0%",0,"0%",5,"0%",3,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091159,"Ongage SMTP - og.promodailythrill.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-05 10:45:00","2025-12-10 14:05:02",0,"0%",0,"0%",4,"0%",4,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091160,"Ongage SMTP - og.promooffersdaily.com","live.ca",0,0,0,"0%",0,"0%","2026-01-03 22:00:00","2025-12-10 14:04:58",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-10 17:30:00","2025-12-09 04:18:27",0,"0%",0,"0%",6,"0%",5,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","live.ca",0,0,0,"0%",0,"0%","2026-01-03 07:45:00","2025-12-09 04:18:27",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","hotmail.ca",0,0,0,"0%",0,"0%","2026-01-06 10:30:00","2025-12-09 04:18:26",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1083192,"Ongage SMTP - og.dailyprizeplay.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-05 23:00:00","2025-12-09 04:18:25",0,"0%",0,"0%",2,"0%",2,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091160,"Ongage SMTP - og.promooffersdaily.com","live.com",0,0,0,"0%",0,"0%","2026-01-01 13:30:00","2025-12-09 04:03:31",0,"0%",0,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091160,"Ongage SMTP - og.promooffersdaily.com","hotmail.com",0,0,0,"0%",0,"0%","2026-01-06 06:00:00","2025-12-09 04:03:31",0,"0%",0,"0%",2,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","hotmail.co.uk",0,0,0,"0%",0,"0%","2026-01-11 19:15:00","2025-12-02 18:17:28",0,"0%",0,"0%",3,"0%",3,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
1091151,"Ongage SMTP - og.dailysurprisehub.com","live.com",0,0,0,"0%",0,"0%","2026-01-13 16:30:00","2025-12-02 09:19:44",0,"0%",0,"0%",1,"0%",1,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%",0,"0%"
